Gene identifier, dN/dS (YN00), M1/M2 test (Codeml), M7/M8 test (Codeml) ,Codeml under diversifying selection,YN00 under diversifying selection
FVEG_03000,0.118675,1,1,FALSE,FALSE
FVEG_03001,0.052333333,1,1,FALSE,FALSE
FVEG_03002,0.074927778,1,0.468502894,FALSE,FALSE
FVEG_03003,0.132077778,1,1,FALSE,FALSE
FVEG_03004,0.291186111,1,0.892230296,FALSE,FALSE
FVEG_03005,0.082022222,1,0.88050119,FALSE,FALSE
FVEG_03006,0.038825,1,1,FALSE,FALSE
FVEG_03007,0.081505556,1,0.945421896,FALSE,FALSE
FVEG_03008,0.084022222,1,1,FALSE,FALSE
FVEG_03009,0.031672222,1,0.962276931,FALSE,FALSE
FVEG_03010,0.182075,1,1,FALSE,FALSE
FVEG_03011,0.073580556,1,0.285648284,FALSE,FALSE
FVEG_03012,0.085944444,1,0.001810566,FALSE,FALSE
FVEG_03013,0.074269444,1,1,FALSE,FALSE
FVEG_03014,0.024319444,1,0.401093384,FALSE,FALSE
FVEG_03015,0.049305556,0.891513231,0.76459041,FALSE,FALSE
FVEG_03018,0.090911111,1,0.536798225,FALSE,FALSE
FVEG_03019,0.243397222,1,0.999811018,FALSE,FALSE
FVEG_03020,0.109507143,1,1,FALSE,FALSE
FVEG_03023,0.122594444,1,0.549403025,FALSE,FALSE
FVEG_03024,0.036975,1,1,FALSE,FALSE
FVEG_03025,0.059633333,1,1,FALSE,FALSE
FVEG_03026,0.070047222,1,1,FALSE,FALSE
FVEG_03027,0.081832143,0.438959994,0.224850397,FALSE,FALSE
FVEG_03028,0.044385714,1,0.386552726,FALSE,FALSE
FVEG_03029,0.044858333,1,1,FALSE,FALSE
FVEG_03030,0.259510714,1,1,FALSE,FALSE
FVEG_03031,0.056858333,1,1,FALSE,FALSE
FVEG_03032,0.425166667,0.00091672,0.000184347,TRUE,FALSE
FVEG_03033,0.079627778,1,1,FALSE,FALSE
FVEG_03034,0.038969444,1,1,FALSE,FALSE
FVEG_03035,0.055647222,1,1,FALSE,FALSE
FVEG_03036,0.200055556,1,1,FALSE,FALSE
FVEG_03037,0.039086111,1,0.596182173,FALSE,FALSE
FVEG_03038,0.149,1,1,FALSE,FALSE
FVEG_03039,0.081933333,1,1,FALSE,FALSE
FVEG_03040,0.034494444,1,0.39129325,FALSE,FALSE
FVEG_03041,0.095319444,1,1,FALSE,FALSE
FVEG_03042,0.030325,1,0.66316132,FALSE,FALSE
FVEG_03043,0.026705556,1,0.002664108,FALSE,FALSE
FVEG_03044,0.073077778,1,1,FALSE,FALSE
FVEG_03045,0.045991667,1,0.302198256,FALSE,FALSE
FVEG_03046,0.118692857,1,0.816118267,FALSE,FALSE
FVEG_03047,0.054425,1,1,FALSE,FALSE
FVEG_03048,0.209957143,1,1,FALSE,FALSE
FVEG_03049,0.016047222,1,0.390863455,FALSE,FALSE
FVEG_03050,0.025919444,1,0.670621087,FALSE,FALSE
FVEG_03051,0.076136111,1,0.233195762,FALSE,FALSE
FVEG_03052,0.078564286,1,0.17123541,FALSE,FALSE
FVEG_03053,0.215561111,1,0.725136765,FALSE,FALSE
FVEG_03054,0.434272222,1,0.045771621,FALSE,FALSE
FVEG_03055,0.124175,1,0.365727046,FALSE,FALSE
FVEG_03056,0.1503,1,0.706158897,FALSE,FALSE
FVEG_03057,0.176347619,1,0.379687778,FALSE,FALSE
FVEG_03058,0.021369444,1,0.106358693,FALSE,FALSE
FVEG_03059,0.104811111,0.999960001,1,FALSE,FALSE
FVEG_03060,0.374526667,1,0.008960556,FALSE,FALSE
FVEG_03061,0.331644444,1,0.39350874,FALSE,FALSE
FVEG_03062,0.584390476,1,0.016422039,FALSE,FALSE
FVEG_03063,0.104102778,1,0.73995419,FALSE,FALSE
FVEG_03065,0.08397,1,1,FALSE,FALSE
FVEG_03066,0.061013333,1,1,FALSE,FALSE
FVEG_03067,0.179185714,1,1,FALSE,FALSE
FVEG_03068,0.184813889,1,1,FALSE,FALSE
FVEG_03069,0.2243,Not calculated,Not calculated,FALSE,FALSE
FVEG_03070,0.070608333,1,0.995087108,FALSE,FALSE
FVEG_03071,0.107882143,1,0.148995228,FALSE,FALSE
FVEG_03072,0.14412381,1,0.816097864,FALSE,FALSE
FVEG_03074,0.049905556,1,0.262853352,FALSE,FALSE
FVEG_03075,0.100511111,1,1,FALSE,FALSE
FVEG_03076,0.038716667,1,1,FALSE,FALSE
FVEG_03077,0.112794444,1,0.76776775,FALSE,FALSE
FVEG_03078,0.051157143,0.764500194,0.19811413,FALSE,FALSE
FVEG_03079,0.071861111,1,0.086358935,FALSE,FALSE
FVEG_03081,0.129608333,1,0.07306338,FALSE,FALSE
FVEG_03082,0.078635714,1,1,FALSE,FALSE
FVEG_03083,0.023358333,1,1,FALSE,FALSE
FVEG_03084,0.025230556,0.471567041,0.00632392,FALSE,FALSE
FVEG_03085,0.031338889,1,1,FALSE,FALSE
FVEG_03086,0.125758333,1,0.176490364,FALSE,FALSE
FVEG_03087,0.158805556,0.652468772,0.070915518,FALSE,FALSE
FVEG_03088,0.034594444,1,0.301730212,FALSE,FALSE
FVEG_03090,0.194763889,1,0.444594344,FALSE,FALSE
FVEG_03091,0.028508333,1,1,FALSE,FALSE
FVEG_03092,0.150691667,1,0.270800471,FALSE,FALSE
FVEG_03093,0.169133333,0.999995,1,FALSE,FALSE
FVEG_03094,0.058886111,1,0.342505008,FALSE,FALSE
FVEG_03095,0.057991667,1,1,FALSE,FALSE
FVEG_03096,0.052277778,1,0.164081668,FALSE,FALSE
FVEG_03098,0.137163889,1,0.833882311,FALSE,FALSE
FVEG_03099,0.085986111,1,1,FALSE,FALSE
FVEG_03100,0.069491667,1,1,FALSE,FALSE
FVEG_03101,0.094128571,0.999960001,1,FALSE,FALSE
FVEG_03102,0.046583333,1,0.993958325,FALSE,FALSE
FVEG_03103,0.126972222,1,1,FALSE,FALSE
FVEG_03104,0.072383333,1,0.999374196,FALSE,FALSE
FVEG_03105,0.028491667,1,0.011924943,FALSE,FALSE
FVEG_03106,0.043808333,1,0.061690644,FALSE,FALSE
FVEG_03107,0.047536111,0.769627229,0.068988393,FALSE,FALSE
FVEG_03108,0.115627778,1,0.43288724,FALSE,FALSE
FVEG_03109,0.213486111,1,0.314516104,FALSE,FALSE
FVEG_03110,0.327196429,0.99875178,0.332759591,FALSE,FALSE
FVEG_03113,0.091235714,1,1,FALSE,FALSE
FVEG_03114,0.259733333,1,0.482029964,FALSE,FALSE
FVEG_03115,0.037416667,1,1,FALSE,FALSE
FVEG_03116,0.013563889,1,1,FALSE,FALSE
FVEG_03117,0.025744444,0.106192903,1,FALSE,FALSE
FVEG_03118,0.061022222,1,0.733278283,FALSE,FALSE
FVEG_03119,0.087322222,1,1,FALSE,FALSE
FVEG_031200,0.071747222,0.516101927,0.05847301,FALSE,FALSE
FVEG_03121,0.063322222,1,1,FALSE,FALSE
FVEG_03122,0.043177778,1,0.352347984,FALSE,FALSE
FVEG_03123,0.044163889,1,0.345350305,FALSE,FALSE
FVEG_03124,0.093111111,1,0.999301244,FALSE,FALSE
FVEG_03125,0.148941667,1,1,FALSE,FALSE
FVEG_03126,0.26782,1,0.797415026,FALSE,FALSE
FVEG_03127,0.088955556,1,0.087014196,FALSE,FALSE
FVEG_03128,0.2559,Not calculated,Not calculated,FALSE,FALSE
FVEG_03129,0.192752381,1,0.268845074,FALSE,FALSE
FVEG_03134,0.050375,1,0.013851316,FALSE,FALSE
FVEG_03135,0.205666667,0.466279985,0.31809729,FALSE,FALSE
FVEG_03138,0.032878571,1,0.964966397,FALSE,FALSE
FVEG_03139,0.21958,1,1,FALSE,FALSE
FVEG_03140,0.085328571,1,1,FALSE,FALSE
FVEG_03141,0.6789,Not calculated,Not calculated,FALSE,FALSE
FVEG_03142,0.56653,1,1,FALSE,FALSE
FVEG_03143,0.498033333,0.215868037,0.180384066,FALSE,FALSE
FVEG_03144,0.042147222,1,1,FALSE,FALSE
FVEG_03145,0.072322222,1,0.990315203,FALSE,FALSE
FVEG_03146,0.041191667,1,0.943481049,FALSE,FALSE
FVEG_03147,0.053894444,1,0.226014302,FALSE,FALSE
FVEG_03148,0.105008333,1,1,FALSE,FALSE
FVEG_03149,0.101,Not calculated,Not calculated,FALSE,FALSE
FVEG_03150,0.26,0.493218006,0.402933799,FALSE,FALSE
FVEG_03151,0.20377,1,1,FALSE,FALSE
FVEG_03152,0.1799,Not calculated,Not calculated,FALSE,FALSE
FVEG_03153,0.0703,Not calculated,Not calculated,FALSE,FALSE
FVEG_03154,0.1989,Not calculated,Not calculated,FALSE,FALSE
FVEG_031551,0.19745,1,1,FALSE,FALSE
FVEG_03156,0.4644,1,1,FALSE,FALSE
FVEG_03157,0.343733333,1,0.239387428,FALSE,FALSE
FVEG_03158,0.0752,Not calculated,Not calculated,FALSE,FALSE
FVEG_03159,0.2331,1,1,FALSE,FALSE
FVEG_03160,0.2178,Not calculated,Not calculated,FALSE,FALSE
FVEG_03161,0.112457143,1,1,FALSE,FALSE
FVEG_03162,0.121197222,1,1,FALSE,FALSE
FVEG_03163,0.050425,1,1,FALSE,FALSE
FVEG_03164,0.104127778,1,0.927659993,FALSE,FALSE
FVEG_03165,0.061552778,1,1,FALSE,FALSE
FVEG_03166,0.200769444,1,0.648610433,FALSE,FALSE
FVEG_03167,0.202494444,1,0.884798804,FALSE,FALSE
FVEG_03168,0.107980556,1,1,FALSE,FALSE
FVEG_03169,0.123072222,1,1,FALSE,FALSE
FVEG_03170,0.186675,1,0.924748935,FALSE,FALSE
FVEG_03171,0.047369444,1,0.56869046,FALSE,FALSE
FVEG_03172,0.155466667,1,1,FALSE,FALSE
FVEG_03173,0.162927778,1,0.971938255,FALSE,FALSE
FVEG_03174,0.165208333,1,0.341908542,FALSE,FALSE
FVEG_03175,0.108894444,1,0.468593324,FALSE,FALSE
FVEG_03176,0.107041667,1,0.848316909,FALSE,FALSE
FVEG_03179,0.429833333,0.423834598,0.316267154,FALSE,FALSE
FVEG_03180,0.350733333,1,1,FALSE,FALSE
FVEG_03181,0.345982418,1,0.792176546,FALSE,FALSE
FVEG_03182,0.250989091,1,0.084841964,FALSE,FALSE
FVEG_03183,0.0307,1,0.175428803,FALSE,FALSE
FVEG_03185,0.078830556,1,0.874089942,FALSE,FALSE
FVEG_03186,0.269766667,0.004615468,0.003844495,TRUE,FALSE
FVEG_03187,0.065583333,0.903732382,0.603717443,FALSE,FALSE
FVEG_03188,0.084166667,1,0.782951912,FALSE,FALSE
FVEG_03189,0.3478,Not calculated,Not calculated,FALSE,FALSE
FVEG_03194,0.336311111,1,0.996433376,FALSE,FALSE
FVEG_03195,0.160209524,1,0.957504364,FALSE,FALSE
FVEG_03196,0.565566667,0.23987196,0.08316722,FALSE,FALSE
FVEG_03197,0.093288889,0.005990317,2.65E-05,TRUE,FALSE
FVEG_03198,0.108827778,1,1,FALSE,FALSE
FVEG_03199,0.1086,1,1,FALSE,FALSE
FVEG_03200,0.054196429,1,0.13774791,FALSE,FALSE
FVEG_03201,0.28124,1,1,FALSE,FALSE
FVEG_03205,0.186386667,1,0.004019141,FALSE,FALSE
FVEG_03206,0.119682143,0.989556912,0.065565345,FALSE,FALSE
FVEG_03207,0.068632143,0.942100804,0.341545969,FALSE,FALSE
FVEG_03210,0.310916667,1,1,FALSE,FALSE
FVEG_03212,0.04395,1,1,FALSE,FALSE
FVEG_03213,0.081788889,1,1,FALSE,FALSE
FVEG_03214,0.070219444,1,1,FALSE,FALSE
FVEG_03217,0.095005556,1,0.959986555,FALSE,FALSE
FVEG_03221,0.285664286,1,1,FALSE,FALSE
FVEG_03222,0.017258333,1,1,FALSE,FALSE
FVEG_03223,0.056430556,1,1,FALSE,FALSE
FVEG_03224,0.425386111,1,0.933404149,FALSE,FALSE
FVEG_03225,0.151980556,1,1,FALSE,FALSE
FVEG_03226,0.079363889,1,0.617338366,FALSE,FALSE
FVEG_03227,0.061269444,0.286795173,0.00364301,FALSE,FALSE
FVEG_03228,0.125033333,0.989670717,0.653084993,FALSE,FALSE
FVEG_03232,0.07051,1,0.569242357,FALSE,FALSE
FVEG_03233,0.053036111,1,0.510155346,FALSE,FALSE
FVEG_03234,0.037338889,1,1,FALSE,FALSE
FVEG_03235,0.457921429,1,0.340439789,FALSE,FALSE
FVEG_03236,0.077919444,1,0.020614244,FALSE,FALSE
FVEG_03237,0.03828,1,1,FALSE,FALSE
FVEG_03238,0.071380556,1,0.245194624,FALSE,FALSE
FVEG_03239,0.131310606,1,0.43243165,FALSE,FALSE
FVEG_03240,0.115138889,1,1,FALSE,FALSE
FVEG_03241,0.130102778,1,0.930892012,FALSE,FALSE
FVEG_03242,0.016352778,1,0.001942583,FALSE,FALSE
FVEG_03244,0.066455556,1,0.86256394,FALSE,FALSE
FVEG_03245,0.158616667,1,0.896868525,FALSE,FALSE
FVEG_03246,0.061955556,1,1,FALSE,FALSE
FVEG_03247,0.060425,1,0.573147602,FALSE,FALSE
FVEG_03248,0.138955556,1,1,FALSE,FALSE
FVEG_03249,0.031075,1,0.015947838,FALSE,FALSE
FVEG_03250,0.057292857,1,0.166106854,FALSE,FALSE
FVEG_03253,0.264933333,1,1,FALSE,FALSE
FVEG_03256,0.334033333,1,0.597280158,FALSE,FALSE
FVEG_03257,0.100341667,1,0.703477771,FALSE,FALSE
FVEG_03258,0.095491667,1,0.699869073,FALSE,FALSE
FVEG_03259,0.287366667,0.668690471,0.573317852,FALSE,FALSE
FVEG_03260,0.050772222,1,1,FALSE,FALSE
FVEG_03262,0.048158333,1,0.017184972,FALSE,FALSE
FVEG_03263,0.07115,1,0.751203269,FALSE,FALSE
FVEG_03264,0.125416667,1,0.01813675,FALSE,FALSE
FVEG_03265,0.4008,0.724264226,0.364008886,FALSE,FALSE
FVEG_03266,0.1812,Not calculated,Not calculated,FALSE,FALSE
FVEG_03267,0.08603,1,1,FALSE,FALSE
FVEG_03268,0.0778,1,1,FALSE,FALSE
FVEG_03269,0.0361,1,0.198630692,FALSE,FALSE
FVEG_03270,0.216025,1,0.000242847,FALSE,FALSE
FVEG_03271,0.283433333,1,1,FALSE,FALSE
FVEG_03272,0.14574,1,1,FALSE,FALSE
FVEG_03273,0.2745,1,1,FALSE,FALSE
FVEG_03274,0.12655,1,1,FALSE,FALSE
FVEG_03275,0.09761,1,1,FALSE,FALSE
FVEG_03276,0.28364,1,0.18419616,FALSE,FALSE
FVEG_03277,0.054661111,1,1,FALSE,FALSE
FVEG_03279,0.064219444,1,0.002022287,FALSE,FALSE
FVEG_03280,0.311773333,1,0.688508924,FALSE,FALSE
FVEG_03281,0.158033333,0.007399824,0.003257918,TRUE,FALSE
FVEG_03282,0.21159,1,0.997170012,FALSE,FALSE
FVEG_03284,0.09311,0.770586782,0.045436115,FALSE,FALSE
FVEG_03285,0.1896,Not calculated,Not calculated,FALSE,FALSE
FVEG_03286,0.274573333,1,0.012890754,FALSE,FALSE
FVEG_03287,0.120541667,1,0.746616211,FALSE,FALSE
FVEG_03288,0.73825,0.684544244,0.284750193,FALSE,FALSE
FVEG_03289,0.411952381,0.02097284,0.000799966,TRUE,FALSE
FVEG_03290,0.188866667,1,1,FALSE,FALSE
FVEG_03291,0.201389286,1,1,FALSE,FALSE
FVEG_03292,0.132028571,1,0.998383308,FALSE,FALSE
FVEG_03295,0.077463889,1,1,FALSE,FALSE
FVEG_03296,0.155042857,1,0.851413815,FALSE,FALSE
FVEG_03297,0.122555556,1,0.954135103,FALSE,FALSE
FVEG_03298,0.405466667,0.761714093,0.004895117,FALSE,FALSE
FVEG_03300,0.257733333,1,0.513287583,FALSE,FALSE
FVEG_03301,0.111213333,1,0.002147234,FALSE,FALSE
FVEG_03303,0.363773333,1,0.521146024,FALSE,FALSE
FVEG_03304,0.21222381,1,0.940273019,FALSE,FALSE
FVEG_03306,0.036316667,1,1,FALSE,FALSE
FVEG_03307,0.308766667,0.252961494,0.124589742,FALSE,FALSE
FVEG_03308,0.094722222,1,0.474373639,FALSE,FALSE
FVEG_03311,0.05818,1,0.999933002,FALSE,FALSE
FVEG_03312,0.09529,1,0.545639924,FALSE,FALSE
FVEG_03313,0.06913,1,0.990969026,FALSE,FALSE
FVEG_03314,0.13698,0.999997,0.998618955,FALSE,FALSE
FVEG_03315,0.10128,1,1,FALSE,FALSE
FVEG_03316,0.055666667,1,1,FALSE,FALSE
FVEG_03317,0.32855,1,0.000411492,FALSE,FALSE
FVEG_03318,0.027966667,1,0.94996418,FALSE,FALSE
FVEG_03319,0.06185,0.999829015,1,FALSE,FALSE
FVEG_03320,0.21176,1,0.049371399,FALSE,FALSE
FVEG_03321,0.08944,1,1,FALSE,FALSE
FVEG_03322,0.2419,Not calculated,Not calculated,FALSE,FALSE
FVEG_03323,0.3584,Not calculated,Not calculated,FALSE,FALSE
FVEG_03324,0.0892,Not calculated,Not calculated,FALSE,FALSE
FVEG_03327,0.2299,Not calculated,Not calculated,FALSE,FALSE
FVEG_03328,0.3084,Not calculated,Not calculated,FALSE,FALSE
FVEG_03329,0.134126667,1,1,FALSE,FALSE
FVEG_03330,0.273308333,0.550033551,0.002061616,FALSE,FALSE
FVEG_03332,0.153733333,1,0.847619879,FALSE,FALSE
FVEG_03333,0.158633333,0.037180234,1.58E-05,TRUE,FALSE
FVEG_03334,0.231666667,1,1,FALSE,FALSE
FVEG_03335,0.4714,Not calculated,Not calculated,FALSE,FALSE
FVEG_03337,0.20247619,1,1,FALSE,FALSE
FVEG_03338,0.104157143,1,0.265544459,FALSE,FALSE
FVEG_03339,0.072580952,1,0.5115556,FALSE,FALSE
FVEG_03340,0.103192857,1,1,FALSE,FALSE
FVEG_03341,0.373533333,1,0.810482119,FALSE,FALSE
FVEG_03342,0.20165,1,0.561619896,FALSE,FALSE
FVEG_03343,0.257133333,0.561919881,0.403039785,FALSE,FALSE
FVEG_03344,0.178233333,0.048631199,0.029773457,TRUE,FALSE
FVEG_03346,0.127871429,1,0.161364096,FALSE,FALSE
FVEG_03347,0.099395238,1,0.943548039,FALSE,FALSE
FVEG_03348,0.08572381,1,0.999736035,FALSE,FALSE
FVEG_03349,0.47817619,1,0.000471297,FALSE,FALSE
FVEG_03350,0.176009524,1,0.204928324,FALSE,FALSE
FVEG_03351,0.25879,0.283113897,0.103051646,FALSE,FALSE
FVEG_03352,0.372769444,1,0.843402478,FALSE,FALSE
FVEG_03353,0.177383333,1,0.737427869,FALSE,FALSE
FVEG_03354,0.149475,1,0.237521057,FALSE,FALSE
FVEG_03355,0.028506667,1,0.845296353,FALSE,FALSE
FVEG_03356,0.346173333,1,7.87E-10,FALSE,FALSE
FVEG_03357,0.174533333,1,0.491334559,FALSE,FALSE
FVEG_03359,0.2766,Not calculated,Not calculated,FALSE,FALSE
FVEG_03360,0.4045,1,0.48897936,FALSE,FALSE
FVEG_03361,0.150128571,1,0.469208991,FALSE,FALSE
FVEG_03362,0.07319,1,1,FALSE,FALSE
FVEG_03363,0.300153571,1,0.159156704,FALSE,FALSE
FVEG_03365,0.5652,0.151798848,0.097645471,FALSE,FALSE
FVEG_03366,0.103773333,1,1,FALSE,FALSE
FVEG_03367,0.2276,Not calculated,Not calculated,FALSE,FALSE
FVEG_03370,0.127238095,1,0.854651069,FALSE,FALSE
FVEG_03371,0.18874,1,0.973743848,FALSE,FALSE
FVEG_03372,0.426114286,0.618003598,0.019310699,FALSE,FALSE
FVEG_03373,0.207883333,1,0.549120704,FALSE,FALSE
FVEG_03374,0.076333333,1,1,FALSE,FALSE
FVEG_03375,0.0326,Not calculated,Not calculated,FALSE,FALSE
FVEG_03376,0.183486667,1,0.065187536,FALSE,FALSE
FVEG_03378,0.31533,1,0.595097513,FALSE,FALSE
FVEG_03379,0.095,1,0.840810476,FALSE,FALSE
FVEG_03380,0.117566667,1,0.311907066,FALSE,FALSE
FVEG_03381,0.083466667,0.999999,0.436423577,FALSE,FALSE
FVEG_03382,0.0589,1,1,FALSE,FALSE
FVEG_03383,0.0872,0.207222124,0.18032473,FALSE,FALSE
FVEG_03384,0.030366667,1,1,FALSE,FALSE
FVEG_03386,0.2588,Not calculated,Not calculated,FALSE,FALSE
FVEG_03387,0.064133333,0.873554289,0.264546034,FALSE,FALSE
FVEG_03388,0.1921,Not calculated,Not calculated,FALSE,FALSE
FVEG_03389,0.5491,Not calculated,Not calculated,FALSE,FALSE
FVEG_03390,0.1501,1,0.949126681,FALSE,FALSE
FVEG_03391,0.222633333,1,1,FALSE,FALSE
FVEG_03392,0.07017619,1,0.846016006,FALSE,FALSE
FVEG_03393,0.12787619,1,0.53430203,FALSE,FALSE
FVEG_03394,0.096535714,1,0.985918091,FALSE,FALSE
FVEG_03395,0.071395238,1,0.96058001,FALSE,FALSE
FVEG_03396,0.3956,Not calculated,Not calculated,FALSE,FALSE
FVEG_03397,0.274216667,1,0.290114676,FALSE,FALSE
FVEG_03398,0.0978,1,1,FALSE,FALSE
FVEG_03399,0.099564286,1,0.983431788,FALSE,FALSE
FVEG_03400,0.098714286,1,0.439815921,FALSE,FALSE
FVEG_03401,0.122516667,1,1,FALSE,FALSE
FVEG_03402,0.144321429,1,0.031779019,FALSE,FALSE
FVEG_03403,0.177706667,1,1,FALSE,FALSE
FVEG_03405,0.044133333,1,1,FALSE,FALSE
FVEG_03406,0.12909,1,1,FALSE,FALSE
FVEG_03407,0.17469,1,0.001729284,FALSE,FALSE
FVEG_03408,0.091966667,0.773705476,0.703636775,FALSE,FALSE
FVEG_03409,0.0768,1,1,FALSE,FALSE
FVEG_03410,0.053166667,1,0.478862873,FALSE,FALSE
FVEG_03411,0.367833333,1,0.133490762,FALSE,FALSE
FVEG_03412,0.115333333,1,0.077924724,FALSE,FALSE
FVEG_03413,0.154566667,1,1,FALSE,FALSE
FVEG_03414,0.247033333,1,0.603492298,FALSE,FALSE
FVEG_03415,0.223833333,0.708124042,0.352332481,FALSE,FALSE
FVEG_03416,0.24905,0.838549219,0.684968793,FALSE,FALSE
FVEG_03417,0.062133333,0.999736035,1,FALSE,FALSE
FVEG_03418,0.126692857,1,1,FALSE,FALSE
FVEG_03421,0.140066667,0.153133529,0.028470495,FALSE,FALSE
FVEG_03422,0.223366667,1,1,FALSE,FALSE
FVEG_03423,0.110610714,1,1,FALSE,FALSE
FVEG_03424,0.051983333,1,0.059007838,FALSE,FALSE
FVEG_03427,0.354853571,1,0.006053407,FALSE,FALSE
FVEG_03428,0.12935,0.997384427,0.999994,FALSE,FALSE
FVEG_03432,0.057658333,1,0.229265857,FALSE,FALSE
FVEG_03433,0.087757143,1,1,FALSE,FALSE
FVEG_03434,0.160066667,1,0.797035547,FALSE,FALSE
FVEG_03436,0.123957143,1,1,FALSE,FALSE
FVEG_03437,0.090541667,1,0.173790627,FALSE,FALSE
FVEG_03438,0.095686111,1,1,FALSE,FALSE
FVEG_03441,0.052313333,1,1,FALSE,FALSE
FVEG_03442,0.3981,Not calculated,Not calculated,FALSE,FALSE
FVEG_03443,0.186106667,1,1,FALSE,FALSE
FVEG_03444,0.07549,1,1,FALSE,FALSE
FVEG_03445,0.4752,0.049732233,0.031847481,TRUE,FALSE
FVEG_03447,0.2243,Not calculated,Not calculated,FALSE,FALSE
FVEG_03448,0.08209,0.999998,1,FALSE,FALSE
FVEG_03449,0.2312,1,0.675258972,FALSE,FALSE
FVEG_03450,0.2618,0.321907513,0.151468287,FALSE,FALSE
FVEG_03451,0.1105,1,1,FALSE,FALSE
FVEG_03455,0.166136264,1,1,FALSE,FALSE
FVEG_03456,0.219183333,1,0.479978485,FALSE,FALSE
FVEG_03457,0.199460714,1,1,FALSE,FALSE
FVEG_03458,0.106,1,0.461786323,FALSE,FALSE
FVEG_03460,0.09067,1,1,FALSE,FALSE
FVEG_03461,0.19062,1,0.335914371,FALSE,FALSE
FVEG_03463,0.069966667,1,0.999777025,FALSE,FALSE
FVEG_03464,0.2008,1,0.88261693,FALSE,FALSE
FVEG_03465,0.434316667,1,0.991307996,FALSE,FALSE
FVEG_03470,0.0381,1,1,FALSE,FALSE
FVEG_03471,0.1662,Not calculated,Not calculated,FALSE,FALSE
FVEG_03472,0.581590476,1,1,FALSE,FALSE
FVEG_03475,0.0953,1,1,FALSE,FALSE
FVEG_03476,0.052,0.351027048,0.012558306,FALSE,FALSE
FVEG_03479,0.10204,0.00016402,6.72E-08,TRUE,FALSE
FVEG_03480,0.134296429,1,1,FALSE,FALSE
FVEG_03481,0.1329,1,0.95541259,FALSE,FALSE
FVEG_03482,0.05862,1,1,FALSE,FALSE
FVEG_03483,0.11929,1,1,FALSE,FALSE
FVEG_03486,0.08303,1,0.244647471,FALSE,FALSE
FVEG_03487,0.1298,1,0.964862186,FALSE,FALSE
FVEG_03488,0.172626667,1,1,FALSE,FALSE
FVEG_03489,0.162066667,0.336131778,0.053220054,FALSE,FALSE
FVEG_03490,0.232666667,0.013665471,4.25E-05,TRUE,FALSE
FVEG_03491,0.101766667,0.999746032,1,FALSE,FALSE
FVEG_03492,0.115393333,1,0.500589437,FALSE,FALSE
FVEG_03494,0.1022,Not calculated,Not calculated,FALSE,FALSE
FVEG_03495,0.0852,Not calculated,Not calculated,FALSE,FALSE
FVEG_03498,0.2055,1,1,FALSE,FALSE
FVEG_03499,0.1794,Not calculated,Not calculated,FALSE,FALSE
FVEG_03500,0.0429,Not calculated,Not calculated,FALSE,FALSE
FVEG_03501,0.084739286,1,1,FALSE,FALSE
FVEG_03502,0.152894444,1,0.031193704,FALSE,FALSE
FVEG_03503,0.482247222,1,0.876978327,FALSE,FALSE
FVEG_03504,0.2262,Not calculated,Not calculated,FALSE,FALSE
FVEG_03505,0.2791,Not calculated,Not calculated,FALSE,FALSE
FVEG_03506,0.110767857,1,1,FALSE,FALSE
FVEG_03507,0.09972,1,1,FALSE,FALSE
FVEG_03508,0.781292857,1,1,FALSE,FALSE
FVEG_03509,0.221267857,1,0.312658418,FALSE,FALSE
FVEG_03510,0.036308333,1,0.002500649,FALSE,FALSE
FVEG_03512,0.048602778,1,0.936369608,FALSE,FALSE
FVEG_03513,0.028419444,1,0.080438288,FALSE,FALSE
FVEG_03514,0.040269444,1,1,FALSE,FALSE
FVEG_03515,0.4095,0.762953647,0.591011384,FALSE,FALSE
FVEG_03516,0.14238,0.999465143,1,FALSE,FALSE
FVEG_03517,0.7574,Not calculated,Not calculated,FALSE,FALSE
FVEG_03518,0.087067857,1,1,FALSE,FALSE
FVEG_03519,0.02995,1,1,FALSE,FALSE
FVEG_03520,0.3227,Not calculated,Not calculated,FALSE,FALSE
FVEG_03521,0.139177778,1,0.969485268,FALSE,FALSE
FVEG_03522,0.050638889,1,0.419611918,FALSE,FALSE
FVEG_03523,0.063673333,0.485906529,0.015395423,FALSE,FALSE
FVEG_03524,0.068793333,1,1,FALSE,FALSE
FVEG_03525,0.068846667,1,0.92000516,FALSE,FALSE
FVEG_03526,0.046971429,1,1,FALSE,FALSE
FVEG_03527,0.077158333,1,0.614554908,FALSE,FALSE
FVEG_03528,0.33815,1,0.856365507,FALSE,FALSE
FVEG_03529,0.302447059,1,1,FALSE,FALSE
FVEG_03530,0.282966667,1,1,FALSE,FALSE
FVEG_03531,0.355533333,1,0.123478034,FALSE,FALSE
FVEG_03534,0.19759,1,0.899573065,FALSE,FALSE
FVEG_03535,0.125813889,1,0.488325543,FALSE,FALSE
FVEG_03536,0.152261111,1,1,FALSE,FALSE
FVEG_03537,0.043917857,1,0.327184843,FALSE,FALSE
FVEG_03539,0.069786111,1,1,FALSE,FALSE
FVEG_03540,0.047569444,1,1,FALSE,FALSE
FVEG_03541,0.482533333,0.016947347,0.007124377,TRUE,FALSE
FVEG_03542,0.082852381,1,1,FALSE,FALSE
FVEG_03543,0.127313889,1,1,FALSE,FALSE
